title,image_url,category,era,size_and_description
石錛,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1297126&randomCode=1818280969,玉器,新石器時代晚期,長10.2公分 寬5.4-5.5公分 厚1.3公分 波狀紋理清楚，深灰色、灰色。長方形，小型，器體略寬扁平，四邊切割整齊，背面平整微鼓，正面平整微鼓，無段，器兩側平整，一側略帶打剝痕，器頂端面亦有一些打剝痕，惟已經磨飾而平整，全器器表拋磨光滑；平刃微弧，偏鋒，刃緣一端有較明顯的崩傷，餘皆屬細傷。
玉刀,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=111888&randomCode=573264019,玉器,齊家文化,長27.7公分 寬12.4公分 厚0.4公分 玉質，呈灰青褐色，有似蛛網般的灰色沁斑。緻密堅實，為典型的華西玉料，表面還有大片的似紡織物的褐色點斑。這件玉刀雖經斷接修補，但造形端正。刀背（約0.4公分）與刀刃（0.2公分）厚度相差不大，刃鈍，無使用痕。有刀鋒與刀柄之別，柄端有一大的柄孔，所對應的窄邊上，有一修補。
石錛,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1297320&randomCode=1317158920,玉器,新石器時代晚期,長8.0公分 寬4.7-5.2公分 厚0.8公分 細斑點，灰色。對稱梯形，小型，器體略寬扁平，四邊切割整齊，背面平整，正面平整，無段，器兩側平整，一側略帶打剝痕，器頂端不整齊，保留打剝痕，全器器表拋磨光滑；平刃微弧，偏鋒，刃緣幾近無傷。
玉鏤空神祖面紋圭,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=111892&randomCode=1325980558,玉器,新石器時代晚期至夏代,長27.6公分 寬10.8公分 玉質，呈灰青褐色，緻密堅實，為典型的華西玉料，表面還有大片的似紡織物褐色點斑。窄長梯形，柄端有一圓孔，孔上緣又多出小半個圓穿。圓孔之下，有一長方形的裝飾帶，其上下各有兩道平行陰線，配以三個小長方孔，構成邊線。兩邊線間的兩面器表，各以細陰線刻繪出神祖面紋。
玉刀,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=140830&randomCode=31918575365,玉器,齊家文化,長29.3公分 寬7.0公分 玉質，呈灰青褐色，緻密堅實，為典型的華西玉料，表面還有似紡織物的褐色點斑。造形端正，刀背較厚，刀刃較薄，刃部無使用痕。刀鋒略大於刀柄，但刀鋒頗直。有一較大的柄孔，與三個較小的背孔。平素無紋。
石錛,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=1297351&randomCode=1937768577,玉器,新石器時代晚期,長4.2公分 寬2.8-3.1公分 厚1.1公分 絲網紋斑，細線條紋，灰綠色。對稱梯形，小型，器體略寬扁平，四邊切割整齊，背面不平整，有多處打剝痕，正面不甚平整微鼓，有幾處打剝痕，無段，器兩側尚稱平整，全器器表拋磨光滑；平刃，偏鋒，斜面的刃面似經重新磨飾過。
粉彩山水人物圖杯,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=401997&randomCode=77502198,陶瓷器,清 乾隆,口徑7.5、足徑3.6公分 盃，敞口深壁，圈足平底。器內壁口沿及足外壁飾一圈花朵紋。器外壁兩開光內繪山水人物圖，兩圖皆有室內景致和遠山屋瓦之風景。兩開光間飾磚瓦紋。
粉彩山水人物圖杯托,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=402008&randomCode=1053113269,陶瓷器,清 乾隆,口徑12.3、足徑7.1公分 碟，敞口，淺壁，平底圈足。器外壁施白釉。器內壁口沿處繪飾一圈花朵紋，下繪磚瓦紋一週，底繪人物山水圖。該圖的核心為屋瓦間人物的互動，搭配著室內的擺設與遠山的風景。
黃釉印花蟹紋盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=173333&randomCode=71459741782,陶瓷器,晚明,"高4.2公分 口徑6.5公分 足徑3.9公分 盒呈圓形，帶蓋，器身扁平。盒身及盒蓋外壁均施黃釉，上下各壓印直棱，狀似一朵盛放的菊花；蓋面中央則施紫褐色釉，並刻印有蟹紋。矮圈足，足內亦施黃釉，只是較為稀薄，隱約可見其下粉白胎色。
這一類產於明清時期中國南方的低溫釉彩被稱為「華南三彩」，有許多在十七世紀前半作為茶道具輸入日本，其中蓋盒類的作品在早期則被稱為「交趾香盒」。近年來，經調查及考古挖掘，發現福建漳平和縣應是這類型作品的產地之一，且自十六世紀末到十七世紀生產不輟。另外，類似的低溫釉彩蓋盒在日本元和九年（1623）廢城的京都伏見城跡以及大阪環濠都市遺跡的元和五年（1615）遺構中也有出土，皆為判斷生產年代的重要指標。"
青花鴛鴦水注,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=319317&randomCode=2048434547,陶瓷器,明中期,高9.8公分 口徑4.2公分 底徑7.4公分 造型作雄雌鴛鴦並肩相依的青花水注，釉色泛灰，青料濃處呈深紫色，底平，近底處與底部無釉。鴛鴦圓頭、尖喙、鼓腹、翹尾，曲線簡單而流暢；器身描繪也十分細緻，單單以青花就成功地表現出鴛鴦頭冠、眼睛、划動腳掌以及富有層次感的羽毛，栩栩如生。這種鴛鴦水注的造型襲自宣德官窯，從訂為1500 年代的里納沉船（Lena Cargo）中曾出水類似的鴛鴦水注，一方面可為此作品提供年代依據，比對其它出水物，也可推測此器原本應帶蓋。
五彩折枝花卉紋花式盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=394946&randomCode=1416936321,陶瓷器,明-清,高2.1、口徑14.3、足徑7.6公分 盤，花式口，淺壁平底，圈足。白地五彩釉，口沿處繪褐彩邊，器內底繪三折枝花卉。底雙方框書「福」單字篆款。
五彩折枝花卉紋花式盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=393988&randomCode=726643700,陶瓷器,明-清,高2.4、口徑14.9、足徑8公分 盤，花式口，淺壁平底，圈足。白地五彩釉，口沿處繪褐彩邊，器內底繪三折枝花卉。底雙方框書「福」單字篆款。
15~16世紀 越南青花人物跪像,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=356921&randomCode=1012130263,陶瓷器,十五至十六世紀,"高32，寬16公分 青花人物跪像，左腿屈膝，右腿高跪。兩手捧一執壺，置放在左膝上。絡腮鬍，戴褐色帽。衣褶、腰帶清晰。青花外袍及執壺上繪菊花及如意雲，器底無釉。人物似為侍者，相同類型的青花人物像，目前僅見於泰國曼谷大學附設東南亞陶瓷博物館 (Southeast Asian Ceramics Museum, Bangkok University) 及英國肯．巴爾斯收藏 (Collection of Ken Baars)。 越南青花始燒於十四世紀中期，院藏人物像的風格與越南會安海域沈船上所裝載的青花瓷器相近，為越南紅河流域下游海陽省附近的窯址群所燒製，同屬十五世紀末至十六世紀初越南青花的作品。此時明朝明令海禁，民間瓷器難以外銷，越南青花瓷趁勢盛起，大量銷售亞洲各地，與中國瓷器形成盛衰互補的局勢。"
狩獵紋缶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=136467&randomCode=2137491492,銅器,戰國早期,通高19、口徑11.5公分 盤口、短頸、斜肩、歛腹、圈足，肩部兩側有獸面銜環。頸部為一圈獸紋，外壁以三角形幾何紋帶與四瓣花紋間隔出方形空間，其中飾有各色人物，或持刀劍、或搗磨。
鏤空神人紋銅劍,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=125435&randomCode=979968895,銅器,西周晚期至春秋早期,長26.7公分 柄及器身均呈扁圓形，尖端略傷，柄身飾以似人似獸之鏤空紋飾，與河北省懷來縣出土之春秋晚期嵌松石柄青銅短劍相近，本件當屬春秋晚期至戰國早期器。
矛及銅鐏,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=136474&randomCode=77274049505,銅器,戰國,待測量 矛之骹部有凹口，上面有一小系，骹細長略呈管狀，近本處稍凸出，由下形成條狀之窄刃，鐏呈管狀，末端分叉，呈尖齒狀。
中國 唐 銅鎏金 菩薩坐像,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=131616&randomCode=54931817283,銅器,唐,長9.2公分 寬7.9 公分 厚1.4公分 重163.1公克 座寬10.3公分 厚2.4公分 高3.6公分 重170.92公克 此菩薩頭梳高髻，臉如滿月，五官集中，雙眉輕劃上彎，鼻小高挺，嘴微抿，表情莊嚴肅穆。上半身肩寬腰細，胸腹微鼓，顯現肌膚質感與彈性，下半身裙布貼體，肌骨起伏隱約可見。下裙的衣褶立體，隨著雙腿的彎曲伸展而分佈，呈現出合理的人體結構。特別是在右大腿和右膝處上，此像更分別表現出衣襞層疊和布料受擠壓而凸起的效果。除此之外，裙襬懸垂於座前，衣紋線呈圓弧形分佈，不只是呈現出布料輕柔的質感，更凸顯了線條本身流暢圓轉之美。如此兼具塑造實質骨肉表現和追求線條幾何美感的作法，正是盛唐佛教造像的特色。又，此像坐於一木質圓柱，並被安置在一四腳方座上，疑為後人所做的組合。
魚形扁壺,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=136480&randomCode=819498281,銅器,漢,高32.6公分 本件作直立的魚形，小口長頸，器腹剖面呈橢圓形，下承矮圈足，兩肩有一對環耳。造型簡潔抽象，線條也較為纖細，在銹層掩蓋下需細心觀察才能看出重點，在口沿下凸起兩道略呈v字形的弧線象徵著微張的魚吻，頸部一道淺淺的凹弧則刻劃出魚鯉，鯉間的一個小圓圈代表著眼睛。
蟠虺紋簋,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=136482&randomCode=1301078236,銅器,春秋,高16.3公分 附蓋，子母口，半環耳，鼓腹，圈足，耳做獸首形。蓋面與腹部飾蟠螭紋。
銅鎏金坐佛三尊像,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=113145&randomCode=24698864259,銅器,唐,高20.0公分 此佛板的坐佛身穿右袒式袈裟，趺坐於蓮座上，頂有華蓋遮蔽，兩側各有斜披纓珞的菩薩，也站立於蓮座上。坐佛的仰覆蓮座下有一小鬼，單手舉起支撐蓮座，左、右各有一獅和雙手合十、單腳跪地的供養人像。佛和菩薩的面頰豐滿，肩寬腰細，胸腹微隆，表現出肌肉彈性，衣服貼體，肌骨起伏隱約可見，乃唐代佛教造像之風格。此外，二菩薩肚腹前挺，身軀呈Ｓ型，頗有動感，也是唐代菩薩造像常見的作法。隋唐時代佛板的製作相當普遍，常仿石窟寺院作一佛、二菩薩、二弟子的五尊像組合，並有飛天、蓮池等圖像，表現出如來的淨土世界。然而，此佛板僅為三像組合，且無蓮池、飛天等圖像，頗為特別。
蟠虺紋簋,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=136488&randomCode=1764846802,銅器,春秋,高16.4公分 附蓋，子母口，半環耳，鼓腹，圈足，耳做獸首形。蓋面與腹部飾蟠螭紋。
鼓形器,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=125438&randomCode=1875344659,銅器,春秋,高27.0、寬12.0公分 器中空無底，兩端外撇，中有握把。上下兩端以陰刻細紋飾有三角形紋與鳥獸紋。
中國 唐 銅鎏金 佛坐像,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=113149&randomCode=1891425343,銅器,唐,通高21.6公分 像高8.5公分 全重733.1公克 此像肉髻不明，有小螺髮，額有白毫，頭光鏤空，外輪廓如火焰，內則飾有一法輪，身著褒衣薄帶的漢式袈裟，趺坐於仰覆蓮座上，袈裟下襬懸垂於前。面圓頰豐，身軀肥碩，五官集中，雙眉輕劃上彎，筆小高挺，嘴微抿，表情沉著莊嚴，乃唐代造像的風格。就全身比例而言，頭部較大，所連接的身體有如管狀，則與七世紀下半龍門石窟萬佛洞中尊相似，應為同時代的作品。此像製作精美，背後袈裟的衣紋走向和蓮座瓣紋的理路，皆被以有如刀刻般的線條細膩呈現。
銅鎏金菩薩三尊像,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=139069&randomCode=21476412877,銅器,唐,通高16.5公分 主尊像高10.1公分 含背光高12.8公分 背光高5.7公分 右協侍高5.6公分 左協侍高5.6公分 主尊菩薩半跏而坐，頭戴寶冠，後有頭光，外側作火焰造型，中間鏤空現捲枝花紋，肩披天衣，纓絡繁身，綬帶垂展腹前，顯得莊嚴華麗。就身形而言，頰豐頸粗，肩膀寬厚，胸腹隆起，顯得健壯結實，但頭頸連接不順，腹前袈裟未現小腿盤折而造成的肌肉起伏，在處理上較為刻板。此外，由於衣紋線方折，懸垂的天衣和袈裟也略顯僵直。值得注意的是，左、右兩尊菩薩，雖未如主尊菩薩般被佩以繁複的飾品，但肌肉表現生動自然，使其姿態顯得靈活而動感。又，主尊所坐木座，疑為後人所加。
景德元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=102578&randomCode=1413671014,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「景德元寶」四字，背面無文。
景德元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=102581&randomCode=1994862985,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「景德元寶」四字，背面無文。
開元通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=162957&randomCode=53275050131,錢幣,唐高祖武德四年後,待測量 方孔圓錢，正面有楷書：「開元通寶」四字，漫漶不清，或以為「開通元寶」四字，背面無文。
開元通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=162960&randomCode=79815821348,錢幣,唐高祖武德四年後,待測量 方孔圓錢，正面有楷書：「開元通寶」四字，漫漶不清，或以為「開通元寶」四字，背面無文。
景德元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=102584&randomCode=1623412408,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「景德元寶」四字，背面無文。
景德元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=102587&randomCode=1295254069,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「景德元寶」四字，背面無文。
開元通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=162963&randomCode=66895611002,錢幣,唐高祖武德四年後,待測量 方孔圓錢，正面有楷書：「開元通寶」四字，漫漶不清，或以為「開通元寶」四字，背面無文。
開元通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=162966&randomCode=52844531270,錢幣,唐高祖武德四年後,待測量 方孔圓錢，正面有楷書：「開元通寶」四字，漫漶不清，或以為「開通元寶」四字，背面無文。
開元通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=162969&randomCode=14990650188,錢幣,唐高祖武德四年後,待測量 方孔圓錢，正面有楷書：「開元通寶」四字，漫漶不清，或以為「開通元寶」四字，背面無文。
開元通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=162972&randomCode=87424187065,錢幣,唐高祖武德四年後,待測量 方孔圓錢，正面有楷書：「開元通寶」四字，漫漶不清，或以為「開通元寶」四字，背面無文。
祥符元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=102596&randomCode=1653501945,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「祥符元寶」四字，背面無文。
祥符元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=102599&randomCode=1366444690,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「祥符元寶」四字，背面無文。
開元通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=162975&randomCode=70160207102,錢幣,唐高祖武德四年後,待測量 方孔圓錢，正面有楷書：「開元通寶」四字，或以為「開通元寶」四字，背面無文。
「大壑五山」圓墨,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=334929&randomCode=52638231914,文具,明,高2.0公分 徑16.3公分 圓形墨，邊框起棱，一面模印明代文人焦竑所書〈大壑五山〉銘文，並見模鈐「弱候」印記與款識。另面則模印水面上有五座大山，方別位於四角與中央，正合焦竑所書寫的〈大壑五山〉銘記。此墨圖式見之於明代程君房《程氏墨苑》中，但本墨墨側只有「癸卯」款而無人名款，又其「卯」字有損傷。
「六龍御天頌」圓墨,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=334936&randomCode=90402346619,文具,明,徑16.0公分 圓形墨，邊框起棱，一面模印程君房所作之〈六龍御天頌〉。另面則模印六龍穿梭於雲間，一龍居中，身形最為碩大，正面向墨面外直視，眼神威嚴。其他五小龍則環繞於大龍周邊。墨側「君房聘袞監製」，聘袞或為與程君房相關之人，但文獻未見有記載。程君房為明代重要的製墨家，所以本墨以白綾布包、紅漆盒、包袱等層層包覆裝置，可見寶愛此墨的用心用意。
御題《萬春集慶》冊〈萬壑春雲〉詩綠墨,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=336883&randomCode=58894373431,文具,清 嘉慶十四年,長11.36公分 寬5.37公分 高1.82公分 長方形綠色顏料墨，細膩鮮豔。雙面起邊框，皆飾回紋一圈，一面作填金楷書御題詩「御題萬壑春雲冊詩。從龍翔鳳結絪緼，洞壑英英吐白雲，出岫無心羣待族，筆端造化幻繽紛。」另一面模印奇石幻山間，勁松挺立朵雲繚繞。墨兩側各有陽文楷款「嘉慶己巳（1809）年製」、「臣董教增恭錄」。五色畫錠一套十件，共收於雙龍「御題萬春集慶冊五色畫錠」漆盒。
御題《萬春集慶》冊〈萬派春濤〉詩藍墨,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=336893&randomCode=46312852928,文具,清 嘉慶十四年,長11.57公分 寬5.49公分 高1.79公分 長方形藍色顏料墨，細膩鮮豔。雙面起邊框，皆飾回紋一圈，一面作填金楷書御題詩「御題萬派春濤冊詩。新水淪漣滿四澤，桃花初漲漾輕濤，挂帆擬欲遊天上，境象清幽散彩毫。」另一面模印大海波濤，中有孤帆徜徉其上。五色畫錠一套十件，共收於雙龍「御題萬春集慶冊五色畫錠」漆盒。
嘉祐元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=114719&randomCode=32586364626,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「嘉祐元寶」四字，背面無文。
嘉祐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=114722&randomCode=24338648314,錢幣,北宋,待測量 方孔圓錢，正面有篆書：「嘉祐通寶」四字，背面無文。
嘉祐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=114725&randomCode=17959058404,錢幣,北宋,待測量 方孔圓錢，正面有篆書：「嘉祐通寶」四字，背面無文。
嘉祐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=114728&randomCode=36950938803,錢幣,北宋,待測量 方孔圓錢，正面有篆書：「嘉祐通寶」四字，背面無文。
嘉祐元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=114731&randomCode=79298144298,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「嘉祐元寶」四字，背面無文。
順治通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=105974&randomCode=16391259061,錢幣,清,待測量 銅質。方孔圓錢，正面有楷書：「順治通寶」四字，背面有滿文二字。
嘉祐元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=114734&randomCode=31562848926,錢幣,北宋,待測量 方孔圓錢，正面有篆書：「嘉祐元寶」四字，漫漶不清，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116240&randomCode=44777218171,錢幣,北宋,待測量 方孔圓錢，「治平元寶」有楷、篆兩種字體，又有銅、鐵兩種材質。此枚為銅錢，正面有楷書「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116243&randomCode=93944947833,錢幣,北宋,待測量 方孔圓錢，「治平元寶」有楷、篆兩種字體，又有銅、鐵兩種材質。此枚為銅錢，正面有小篆「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116246&randomCode=77876647098,錢幣,北宋,待測量 方孔圓錢，「治平元寶」有楷、篆兩種字體，又有銅、鐵兩種材質。此枚為銅錢，正面有楷書「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116249&randomCode=68042765473,錢幣,北宋,待測量 方孔圓錢，「治平元寶」有楷、篆兩種字體，又有銅、鐵兩種材質。此枚為銅錢，正面有楷書「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116252&randomCode=28928558541,錢幣,北宋,待測量 方孔圓錢，「治平元寶」有楷、篆兩種字體，又有銅、鐵兩種材質。此枚為銅錢，正面有小篆「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116255&randomCode=73583671489,錢幣,北宋,待測量 方孔圓錢，正面有隸書：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116258&randomCode=27062393869,錢幣,北宋,待測量 方孔圓錢，正面有隸書：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116261&randomCode=46361221265,錢幣,北宋,待測量 方孔圓錢，正面有隸書：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116264&randomCode=95374897559,錢幣,北宋,待測量 方孔圓錢，正面有隸書：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116267&randomCode=34939661394,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116270&randomCode=34714342452,錢幣,北宋,待測量 方孔圓錢，正面有楷書：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116273&randomCode=87545252307,錢幣,北宋,待測量 方孔圓錢，正面有小篆：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116276&randomCode=71413767768,錢幣,北宋,待測量 方孔圓錢，正面有隸書：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116279&randomCode=28770272605,錢幣,北宋,待測量 方孔圓錢，正面有隸書：「治平元寶」四字，背面無文。
治平元寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=116282&randomCode=69721524676,錢幣,北宋,待測量 方孔圓錢，正面有小篆：「治平元寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118490&randomCode=71471908785,錢幣,北宋,待測量 方孔圓錢，正面有行書：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118493&randomCode=45505947796,錢幣,北宋,待測量 方孔圓錢，正面有行書：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118496&randomCode=15160802906,錢幣,北宋,待測量 方孔圓錢，正面有小篆：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118499&randomCode=28206790442,錢幣,北宋,待測量 方孔圓錢，正面有行書：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118502&randomCode=39534253654,錢幣,北宋,待測量 方孔圓錢，正面有小篆：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118505&randomCode=22205287541,錢幣,北宋,待測量 方孔圓錢，正面有小篆：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118508&randomCode=86587953024,錢幣,北宋,待測量 方孔圓錢，正面有行書：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118511&randomCode=15837697555,錢幣,北宋,待測量 方孔圓錢，正面有行書：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118514&randomCode=19129943100,錢幣,北宋,待測量 方孔圓錢，正面有行書：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118517&randomCode=86499057635,錢幣,北宋,待測量 方孔圓錢，正面有行書：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118520&randomCode=75936154839,錢幣,北宋,待測量 方孔圓錢，正面有行書：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118523&randomCode=72401009576,錢幣,北宋,待測量 方孔圓錢，正面有小篆：「元豐通寶」四字，背面無文。
元豐通寶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=118526&randomCode=25639265736,錢幣,北宋,待測量 方孔圓錢，正面有小篆：「元豐通寶」四字，背面無文。
